,City,Country,Latitude,Longitude,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
35,Adilabad,India,20.09N,78.48E,22.259083333333333,25.123458333333335,29.164999999999992,32.899166666666666,35.43058333333334,32.039,28.262291666666666,27.453208333333336,28.08517391304348,26.95334782608696,24.25304347826087,21.802826086956525
36,Adiwerna,Indonesia,7.23S,109.46E,26.443166666666666,26.451166666666666,26.725333333333335,26.939958333333337,27.246124999999992,26.691791666666663,26.12433333333333,26.15783333333333,26.812347826086945,27.27608695652174,27.22217391304348,26.684478260869568
37,Adoni,India,15.27N,77.50E,24.329083333333333,27.133875000000003,30.57058333333333,32.32566666666667,32.41887500000001,29.581999999999997,27.876166666666673,27.416875,27.522782608695653,26.685347826086957,25.162,23.486652173913043
38,Afyonkarahisar,Turkey,39.38N,31.21E,0.3585416666666667,1.943208333333333,6.146291666666667,10.688875000000003,15.555291666666662,19.79675,23.008000000000006,23.055416666666662,18.684869565217383,13.51673913043478,7.284913043478263,2.6007826086956523
39,Agadir,Morocco,29.74N,9.23W,12.232208333333334,14.211791666666668,16.955916666666663,18.045958333333328,19.979291666666665,22.22570833333333,24.111874999999998,23.98308333333334,22.13891304347826,19.51026086956522,15.985347826086956,13.03491304347826
40,Agartala,India,23.31N,91.75E,18.214458333333337,21.670291666666667,25.923041666666666,28.035333333333337,28.534833333333335,28.512708333333332,28.24729166666668,28.36941666666667,28.17969565217391,26.88452173913043,23.642652173913042,19.472652173913044
41,Agboville,Côte D'Ivoire,5.63N,4.84W,27.045333333333343,28.41808333333334,28.668833333333335,28.137208333333334,27.540333333333333,26.275666666666666,25.242333333333335,24.961291666666668,25.67639130434782,26.392478260869563,27.19752173913044,27.004956521739132
42,Ageo,Japan,36.17N,139.23E,1.9514166666666666,3.0727083333333334,6.385333333333334,11.762416666666667,16.584458333333334,20.402333333333328,24.20141666666667,25.26216666666667,21.38482608695652,15.272043478260867,9.66513043478261,4.430217391304347
43,Agra,India,26.52N,78.81E,14.92225,18.82916666666667,24.545083333333338,30.41699999999999,34.66908333333333,34.289125,30.911625000000004,29.577541666666676,29.055086956521745,26.22939130434783,21.001913043478254,16.173739130434786
44,Aguascalientes,Mexico,21.70N,102.98W,13.623916666666664,15.4595,17.763875,20.429583333333333,22.993166666666664,23.004083333333337,21.135875000000002,20.769583333333333,20.165458333333333,18.63682608695652,16.132956521739136,13.919608695652174
45,Ahmadabad,India,23.31N,72.52E,20.021333333333335,22.48004166666667,27.286749999999998,31.151625000000006,33.59583333333334,32.23191666666667,29.077500000000004,27.927291666666672,28.425826086956523,28.08952173913044,25.05095652173913,21.506478260869564
46,Ahmadnagar,India,18.48N,74.37E,21.038083333333336,23.36141666666667,26.870166666666673,29.47541666666667,30.472750000000005,27.57008333333333,25.235541666666666,24.754500000000004,25.23947826086956,25.111130434782606,23.308130434782605,20.973913043478266
47,Ahmadpur East,Pakistan,29.74N,72.00E,13.705875000000004,16.932291666666668,22.657083333333333,28.57129166666667,34.239041666666665,35.804458333333336,34.80075,33.499208333333335,31.57752173913043,27.11591304347826,21.207391304347826,15.684913043478257
48,Ahvaz,Iran,31.35N,49.01E,11.911291666666669,14.367958333333334,18.71125,24.853041666666666,31.727124999999997,36.158208333333334,38.03587500000001,37.476125,33.47078260869564,27.483478260869564,19.480608695652172,13.797391304347824
49,Aix En Provence,France,44.20N,4.47E,3.8201249999999995,4.867125,8.46825,10.966000000000001,15.466291666666663,19.285125,21.98754166666666,21.825666666666674,17.233695652173907,12.830391304347824,7.666652173913043,4.171913043478262
50,Aizawl,India,23.31N,93.50E,16.594416666666664,19.669125,23.76845833333333,26.150666666666663,26.548583333333337,26.468833333333333,26.273750000000003,26.171750000000003,25.683652173913046,24.319826086956517,21.370826086956516,17.560565217391307
51,Ajdabiya,Libya,31.35N,20.73E,11.95729166666667,12.934833333333335,16.051125,19.618041666666667,23.641708333333337,26.82020833333333,27.724458333333335,27.908416666666664,26.370652173913047,22.55591304347826,17.596869565217393,13.139260869565216
52,Ajmer,India,26.52N,75.22E,16.026999999999997,19.247999999999998,24.80416666666667,30.33141666666667,34.507999999999996,33.854958333333336,30.496625000000005,28.92316666666667,28.864043478260875,26.759652173913043,22.107478260869566,17.59360869565218
53,Akashi,Japan,34.56N,134.27E,4.507041666666667,5.279291666666666,8.2655,13.378541666666669,18.288833333333336,22.29295833333333,26.374916666666667,27.55754166666667,23.735869565217396,17.60947826086957,12.120130434782608,6.918000000000001
54,Akishima,Japan,36.17N,139.23E,1.9514166666666666,3.0727083333333334,6.385333333333334,11.762416666666667,16.584458333333334,20.402333333333328,24.20141666666667,25.26216666666667,21.38482608695652,15.272043478260867,9.66513043478261,4.430217391304347
55,Akita,Japan,39.38N,139.42E,1.4117083333333336,1.583666666666667,3.912666666666666,9.197375000000001,14.33933333333333,18.530874999999998,22.23391666666667,24.176791666666663,20.71930434782609,14.933869565217396,9.380260869565216,4.133043478260871
56,Akola,India,20.09N,76.78E,21.739583333333332,24.55979166666667,28.746750000000002,32.431666666666665,34.43004166666666,30.991208333333336,27.559416666666664,26.76216666666667,27.2994347826087,26.382434782608698,23.898782608695647,21.45695652173913
57,Akron,United States,40.99N,80.95W,-2.1645833333333337,-0.9826250000000002,3.7640833333333332,9.987708333333332,15.683999999999997,20.732791666666664,22.915291666666665,22.047083333333337,18.011833333333335,11.456173913043479,5.853695652173911,0.14465217391304347
58,Aksaray,Turkey,37.78N,34.58E,0.7294999999999999,1.909375,6.394916666666667,10.832916666666668,15.430458333333332,19.76295833333333,23.10270833333334,23.006375000000002,18.858391304347826,13.68813043478261,7.351173913043477,2.7716956521739133
59,Aksu,China,40.99N,80.95E,-8.296999999999997,-1.7902499999999997,7.1710833333333355,15.113750000000001,20.169541666666667,23.800291666666666,24.676583333333344,23.608375,19.009695652173917,10.993478260869566,2.196086956521739,-6.1011304347826085
60,Aktau,Kazakhstan,44.20N,51.43E,-2.6747083333333337,-1.3320416666666663,5.038666666666667,12.658416666666668,19.144249999999996,24.786374999999996,27.611291666666663,26.564625000000003,20.137043478260868,12.467086956521742,4.502521739130434,-1.1364347826086958
61,Akure,Nigeria,7.23N,5.68E,26.711625,28.517208333333325,29.06620833333334,28.155625,27.124250000000004,25.979708333333324,25.09533333333333,24.800000000000008,25.365565217391303,25.894043478260873,26.798173913043478,26.559217391304347
62,Akyab,Burma,20.09N,92.13E,22.269541666666665,23.41383333333333,25.530374999999996,27.34404166666667,27.873708333333337,27.471416666666666,27.06125,27.26966666666667,27.93717391304348,28.396652173913047,27.178521739130446,24.050086956521735
63,Alagoinhas,Brazil,12.05S,37.81W,27.161083333333327,27.406875,27.568874999999995,26.89004166666666,25.99525,24.932458333333333,24.281916666666664,24.32445833333333,25.18513043478261,26.059521739130425,26.749652173913045,26.995999999999995
64,Alandur,India,13.66N,80.09E,25.011541666666663,26.577708333333334,28.751208333333338,30.942833333333336,33.11741666666667,32.57562500000001,31.193041666666662,30.51404166666667,30.128999999999994,28.403956521739133,26.54095652173913,24.885434782608694
65,Alanya,Turkey,36.17N,31.82E,12.051208333333333,11.877416666666667,13.487749999999997,16.042500000000004,20.050333333333338,23.939291666666666,26.595625000000002,27.175124999999998,24.888130434782614,21.595347826086957,17.14108695652174,13.714956521739131
66,Alappuzha,India,8.84N,77.03E,26.655541666666668,27.62691666666667,28.886375,28.952291666666667,28.249458333333333,26.29658333333334,25.57854166666667,25.899624999999997,26.386434782608696,26.275695652173912,26.434434782608694,26.378782608695655
67,Albacete,Spain,39.38N,2.08W,4.885125,6.406416666666666,9.454541666666666,11.460125000000003,15.85304166666667,21.131958333333333,24.688708333333334,24.601333333333333,19.643652173913047,14.015304347826087,8.631391304347826,5.4364347826086945
68,Alberton,South Africa,26.52S,28.66E,20.009750000000007,19.99629166666667,18.653458333333337,15.482333333333331,12.084583333333335,9.24025,9.049291666666667,12.056583333333334,16.1165652173913,17.883434782608703,18.828217391304353,19.572956521739126
69,Albuquerque,United States,34.56N,107.03W,0.5023333333333333,3.1462500000000007,7.262458333333332,11.309624999999999,16.445000000000004,21.53983333333333,23.402375000000003,22.250375000000005,18.39770833333333,11.733739130434781,5.090739130434784,0.08217391304347826
70,Albury,Australia,36.17S,147.18E,22.147041666666667,21.621958333333335,18.450499999999995,14.010958333333333,10.493541666666669,7.973416666666668,7.040458333333333,8.117750000000001,10.620434782608697,13.379869565217387,16.971869565217393,19.33647826086957
71,Alcalá De Henares,Spain,40.99N,4.26W,3.9558750000000003,5.350541666666666,8.392416666666666,10.015125000000003,14.286041666666662,19.221999999999998,22.359000000000005,22.295375000000003,17.88482608695652,12.506217391304352,7.407478260869564,4.495869565217391
72,Alcobendas,Spain,40.99N,4.26W,3.9558750000000003,5.350541666666666,8.392416666666666,10.015125000000003,14.286041666666662,19.221999999999998,22.359000000000005,22.295375000000003,17.88482608695652,12.506217391304352,7.407478260869564,4.495869565217391
73,Alcorcón,Spain,40.99N,4.26W,3.9558750000000003,5.350541666666666,8.392416666666666,10.015125000000003,14.286041666666662,19.221999999999998,22.359000000000005,22.295375000000003,17.88482608695652,12.506217391304352,7.407478260869564,4.495869565217391
74,Aleppo,Syria,36.17N,37.79E,5.998374999999999,7.583000000000002,11.826291666666664,16.78675,22.379958333333338,27.412125000000007,30.24670833333333,30.04408333333333,26.095173913043478,20.38469565217391,12.60121739130435,7.427217391304349
75,Alexandria,Egypt,31.35N,30.16E,14.673708333333332,14.947583333333334,16.720249999999997,19.065291666666663,22.023541666666674,25.05983333333333,26.970583333333334,27.582750000000004,26.39378260869566,23.95191304347826,20.279478260869563,16.260434782608694
76,Alexandria,United States,39.38N,76.99W,0.809875,2.0525833333333328,6.592833333333334,12.424124999999998,17.570208333333337,22.610375,25.094291666666667,24.093291666666662,19.987916666666667,13.309695652173914,7.897434782608694,2.6194782608695655
77,Algeciras,Spain,36.17N,5.97W,12.226749999999997,13.002125000000001,15.038125000000003,16.313083333333335,19.180999999999994,22.333458333333336,24.556625,24.965833333333336,22.719391304347823,19.453,15.636,13.185347826086957
78,Algiers,Algeria,36.17N,3.98E,8.200583333333334,9.193541666666667,12.43720833333333,14.752000000000002,19.467875000000003,24.747875000000004,28.535500000000003,28.463166666666666,23.59417391304348,18.51408695652174,12.91417391304348,9.066565217391304
79,Aligarh,India,28.13N,77.27E,14.677916666666667,18.205791666666663,23.804458333333333,29.77616666666667,34.02466666666667,34.15262500000001,31.609125000000002,30.340208333333333,29.656173913043478,26.650478260869566,21.499608695652174,16.37926086956521
80,Allahabad,India,24.92N,81.58E,16.290458333333337,20.031208333333336,25.41725,30.971499999999995,34.559041666666666,33.462333333333326,29.883125000000003,28.870249999999995,28.60034782608696,26.436304347826084,21.91308695652174,17.48182608695652
81,Allentown,United States,40.99N,74.56W,-2.0064583333333332,-0.8066666666666666,3.79175,9.851416666666669,15.507333333333335,20.540875,23.128625,22.182083333333335,18.02491666666667,11.426260869565219,6.055391304347826,0.5747826086956523
82,Almaty,Kazakhstan,42.59N,76.36E,-7.650333333333332,-5.420083333333333,0.6350833333333332,7.915875000000001,13.370624999999999,17.88175,19.676000000000005,19.142416666666662,14.476217391304347,7.277521739130434,0.47252173913043477,-5.577478260869564
83,Almería,Spain,36.17N,1.99W,13.523250000000003,13.623041666666666,15.011291666666665,16.316166666666668,19.142666666666667,22.050875,24.33304166666667,25.445000000000004,23.477956521739134,20.523434782608692,17.007043478260872,14.607086956521737
84,Almere,Netherlands,52.24N,5.26E,3.0324166666666668,3.5497083333333337,6.21775,9.3075,13.26533333333333,15.788666666666671,18.00316666666666,17.884083333333333,14.778913043478264,10.553608695652173,6.547347826086956,3.129826086956522
85,Almetyevsk,Russia,55.45N,51.02E,-11.286666666666667,-11.2435,-4.504791666666666,5.42575,13.166083333333333,17.839916666666667,19.989208333333334,17.546375,11.815304347826086,4.877608695652174,-3.347521739130436,-9.543695652173914
86,Alor Setar,Malaysia,5.63N,100.09E,27.482625000000002,27.904500000000002,28.16383333333333,28.304625000000005,28.656791666666667,28.667666666666673,28.372875000000004,28.100583333333336,27.587956521739137,27.13947826086957,27.278521739130436,27.130478260869562
87,Altay,China,47.42N,88.82E,-20.732999999999997,-16.388375,-7.040708333333335,4.685208333333334,12.145833333333334,17.335874999999998,18.781333333333333,16.942083333333336,11.011217391304347,2.8364347826086957,-7.695739130434783,-17.315
88,Alwar,India,28.13N,77.27E,14.677916666666667,18.205791666666663,23.804458333333333,29.77616666666667,34.02466666666667,34.15262500000001,31.609125000000002,30.340208333333333,29.656173913043478,26.650478260869566,21.499608695652174,16.37926086956521
89,Amadora,Portugal,39.38N,8.32W,9.481499999999999,10.829583333333332,13.584666666666664,14.744166666666667,17.877708333333334,21.412833333333335,23.57904166666667,23.787708333333338,21.12304347826087,17.125260869565217,12.74873913043478,10.087434782608694
90,Amagasaki,Japan,34.56N,136.22E,4.684041666666667,5.622375000000001,8.749875000000001,13.660250000000003,18.265250000000005,22.142208333333333,26.085291666666674,27.148583333333335,23.60782608695652,17.687130434782606,12.261043478260873,7.032000000000001
91,Amaigbo,Nigeria,5.63N,8.07E,27.08633333333334,28.63858333333333,29.190458333333336,28.493000000000006,27.67183333333334,26.71320833333333,26.093,25.90308333333333,26.262434782608697,26.475217391304344,27.147,26.835478260869564
92,Amarillo,United States,34.56N,101.19W,4.358291666666666,6.307291666666667,10.680374999999998,15.195083333333331,20.55458333333333,25.466875000000005,27.166875,26.515458333333342,22.307374999999997,16.042956521739132,9.746695652173914,4.604
93,Ambala,India,29.74N,77.54E,13.292333333333332,16.418875000000003,21.571041666666662,27.464708333333334,31.650791666666663,31.893625,29.740916666666664,28.804708333333338,27.88678260869566,24.302086956521745,19.326391304347823,14.725739130434787
94,Ambarnath,India,18.48N,72.68E,24.822125000000003,24.83791666666666,26.322374999999997,27.87266666666667,29.545416666666664,28.674083333333332,27.528750000000002,27.20204166666666,27.520173913043482,28.515130434782606,28.291565217391295,26.38360869565218
95,Ambato,Ecuador,0.80S,77.95W,17.603625000000005,17.522291666666664,17.555541666666667,17.480833333333337,17.619958333333336,17.311541666666667,17.016833333333334,17.291791666666665,17.692478260869567,17.787304347826087,17.92378260869565,17.721565217391305
96,Ambattur,India,13.66N,80.09E,25.011541666666663,26.577708333333334,28.751208333333338,30.942833333333336,33.11741666666667,32.57562500000001,31.193041666666662,30.51404166666667,30.128999999999994,28.403956521739133,26.54095652173913,24.885434782608694
97,Ambon,Indonesia,4.02S,127.77E,27.80141666666667,27.762541666666664,27.835624999999997,27.46483333333333,27.320916666666665,26.422083333333337,25.849208333333333,25.83066666666667,26.416521739130438,27.18221739130435,27.892043478260863,27.820304347826085
98,Ambur,India,12.05N,78.90E,24.83179166666667,26.714541666666662,29.081083333333336,30.6095,31.196875000000002,29.978291666666664,28.93795833333333,28.420749999999998,28.213478260869564,27.024217391304347,25.72765217391304,24.478
99,Americana,Brazil,23.31S,48.06W,23.755875,24.05145833333334,23.505708333333327,21.825,18.702083333333334,17.626166666666666,17.502916666666668,19.030125,20.20104347826087,21.840913043478263,22.751521739130432,23.61582608695652
100,Amersfoort,Netherlands,52.24N,5.26E,3.0324166666666668,3.5497083333333337,6.21775,9.3075,13.26533333333333,15.788666666666671,18.00316666666666,17.884083333333333,14.778913043478264,10.553608695652173,6.547347826086956,3.129826086956522
101,Amiens,France,49.03N,2.45E,4.1258333333333335,4.795541666666668,7.876625000000001,10.392,14.419041666666667,17.207,19.393250000000002,19.437625,15.752173913043475,11.699130434782608,7.388,4.269
102,Amol,Iran,36.17N,51.71E,2.9466666666666668,4.3500000000000005,7.815,12.877249999999998,18.24033333333333,23.459916666666672,26.079958333333334,25.853458333333325,21.945391304347826,16.297695652173914,9.852913043478258,4.931
103,Amravati,India,21.70N,77.02E,19.922250000000002,22.653499999999994,27.24433333333333,31.620083333333337,34.37504166666667,31.316916666666668,27.386791666666664,26.484166666666667,27.07817391304348,26.078260869565216,23.119565217391305,20.246608695652174
104,Amritsar,India,31.35N,75.39E,12.620499999999998,15.858125,20.984166666666667,26.857041666666664,32.077958333333335,33.14566666666666,31.422666666666668,30.43841666666667,29.21252173913043,25.23391304347826,19.78182608695652,14.460086956521737
105,Amroha,India,28.13N,79.09E,15.024083333333335,18.40316666666666,23.753250000000005,29.568416666666668,33.24562499999999,33.11470833333333,30.535375,29.663999999999998,29.107739130434776,26.110304347826084,21.245913043478257,16.560217391304345
106,Amsterdam,Netherlands,52.24N,5.26E,3.0324166666666668,3.5497083333333337,6.21775,9.3075,13.26533333333333,15.788666666666671,18.00316666666666,17.884083333333333,14.778913043478264,10.553608695652173,6.547347826086956,3.129826086956522
107,Anápolis,Brazil,16.87S,48.56W,23.440458333333336,23.66841666666667,23.724166666666672,23.424208333333336,21.89883333333333,20.90458333333333,21.173,22.90954166666667,24.486173913043483,24.620739130434785,23.665043478260866,23.41113043478261
108,Anaco,Venezuela,8.84N,64.05W,26.08825,26.53445833333333,27.457833333333337,27.994500000000002,27.850041666666666,26.773083333333343,26.426333333333336,26.775333333333332,27.262086956521735,27.215913043478256,27.071739130434775,26.29904347826087
109,Anaheim,United States,32.95N,117.77W,14.175416666666665,13.725041666666668,14.264416666666664,14.887916666666664,16.481541666666665,17.729416666666665,19.624333333333336,20.672708333333333,20.678583333333332,18.735130434782608,16.506,13.905739130434785
110,Anand,India,23.31N,72.52E,20.021333333333335,22.48004166666667,27.286749999999998,31.151625000000006,33.59583333333334,32.23191666666667,29.077500000000004,27.927291666666672,28.425826086956523,28.08952173913044,25.05095652173913,21.506478260869564
111,Ananindeua,Brazil,0.80S,49.02W,26.87041666666666,27.179374999999997,27.607250000000004,27.41791666666667,27.241791666666668,27.021583333333336,26.980499999999996,27.462416666666666,27.671999999999997,27.764869565217392,27.913652173913043,27.39108695652174
112,Anantapur,India,15.27N,77.50E,24.329083333333333,27.133875000000003,30.57058333333333,32.32566666666667,32.41887500000001,29.581999999999997,27.876166666666673,27.416875,27.522782608695653,26.685347826086957,25.162,23.486652173913043
113,Anbu,China,23.31N,116.21E,13.549833333333332,15.080541666666663,17.75058333333333,21.646666666666665,25.24270833333333,27.48533333333333,28.821249999999996,28.561041666666657,27.09982608695653,23.605043478260868,19.555130434782612,15.228956521739129
114,Anchorage,United States,61.88N,151.13W,-14.3075,-10.800541666666668,-8.023583333333333,-1.0785833333333334,5.508333333333334,10.826208333333332,12.474333333333332,10.614458333333333,5.502869565217391,-2.656347826086956,-10.581391304347823,-13.412304347826087
115,Ancona,Italy,44.20N,13.42E,6.948375000000001,6.8224583333333335,9.74075,12.553791666666664,17.249916666666667,20.931583333333332,23.609791666666666,24.127000000000006,19.980739130434785,16.106826086956524,12.144739130434782,8.195260869565216
116,Anda,China,45.81N,125.77E,-18.084375000000005,-12.168666666666667,-2.883458333333333,7.430125000000001,15.726583333333336,21.381125,23.70266666666667,21.99875,15.463347826086958,6.382826086956521,-5.259956521739131,-15.183130434782608
117,Andijon,Uzbekistan,40.99N,72.43E,-3.3902083333333324,-0.25987499999999997,6.51125,13.104083333333334,17.982875,22.7775,24.400166666666664,23.194416666666665,18.362,11.604913043478259,4.992347826086958,-1.464739130434783
118,Angarsk,Russia,52.24N,105.11E,-18.859583333333333,-16.032416666666666,-8.63125,0.4804166666666669,7.795666666666666,13.20375,16.330458333333333,14.722083333333336,8.306695652173913,0.9834782608695651,-8.263434782608694,-15.363173913043477
119,Angeles,Philippines,15.27N,120.83E,25.356999999999996,26.359625000000005,27.78566666666667,29.042708333333334,28.941458333333333,27.934750000000005,26.98329166666667,26.808291666666662,26.843913043478263,26.72026086956522,26.461913043478265,25.53
